source,condition,coverage,risk
OCT5k,4,0.41000000000000003,0.06408850138283409
OCT5k,4,0.42,0.06256261180679784
OCT5k,4,0.43,0.06110765325425008
OCT5k,4,0.44,0.059718822496525985
OCT5k,4,0.45,0.058391764051196435
OCT5k,4,0.46,0.058754438153728016
OCT5k,4,0.47000000000000003,0.062296344986777115
OCT5k,4,0.48,0.06099853286384976
OCT5k,4,0.49,0.07047867792820303
OCT5k,4,0.5,0.08408408408408408
OCT5k,4,0.51,0.0932104305639782
OCT5k,4,0.52,0.1077611790906589
OCT5k,4,0.53,0.1104878548610692
OCT5k,4,0.54,0.11856266419409685
OCT5k,4,0.55,0.12421517977620228
OCT5k,4,0.56,0.1287001457437429
OCT5k,4,0.5700000000000001,0.12644227168712294
OCT5k,4,0.58,0.13404748339354772
OCT5k,4,0.59,0.14745239137129057
OCT5k,4,0.6,0.1529026908635794
OCT5k,4,0.61,0.16063572852477292
OCT5k,4,0.62,0.16346995377503856
OCT5k,4,0.63,0.16206685964016118
OCT5k,4,0.64,0.16070763777664035
OCT5k,4,0.65,0.16054519483640148
OCT5k,4,0.66,0.16507405109111598
OCT5k,4,0.67,0.1635964828587067
OCT5k,4,0.68,0.1611906382252144
OCT5k,4,0.6900000000000001,0.15885452050905993
OCT5k,4,0.7000000000000001,0.15658519980311786
OCT5k,4,0.71,0.1543797666588364
OCT5k,4,0.72,0.15223557525199866
OCT5k,4,0.73,0.15015018672892377
OCT5k,4,0.74,0.14812112725363202
OCT5k,4,0.75,0.14614614614614618
OCT5k,4,0.76,0.14619886144157573
OCT5k,4,0.77,0.14784896115627827
OCT5k,4,0.78,0.14822515350279375
OCT5k,4,0.79,0.14661481409263416
OCT5k,4,0.8,0.15071303367421543
OCT5k,4,0.81,0.15849183518718796
OCT5k,4,0.8200000000000001,0.15655902194785998
OCT5k,4,0.8300000000000001,0.15557729537774212
OCT5k,4,0.84,0.15372516670103803
OCT5k,4,0.85,0.156332822894283
OCT5k,4,0.86,0.1610795247567007
OCT5k,4,0.87,0.1691346688304044
OCT5k,4,0.88,0.1716147156295372
OCT5k,4,0.89,0.17670464846557232
OCT5k,4,0.9,0.1816815905296707
OCT5k,4,0.91,0.18562519895847793
OCT5k,4,0.92,0.19131074341645304
OCT5k,4,0.93,0.19597006810171844
OCT5k,4,0.9400000000000001,0.20053028004355045
OCT5k,4,0.9500000000000001,0.20309786511311342
OCT5k,4,0.96,0.2033283534059889
OCT5k,4,0.97,0.20742392353204558
OCT5k,4,0.98,0.20913773741000863
OCT5k,4,0.99,0.21209078013531654
OCT5k,4,1.0,0.21996996996996998
OCT5k,5,0.0,0.0
OCT5k,5,0.01,0.07516483516483512
OCT5k,5,0.02,0.0988034188034188
OCT5k,5,0.03,0.12410256410256408
OCT5k,5,0.04,0.09385045422781269
OCT5k,5,0.05,0.07507914970601538
OCT5k,5,0.06,0.06256329113924051
OCT5k,5,0.07,0.06435140700068637
OCT5k,5,0.08,0.06569211779227649
OCT5k,5,0.09,0.08341736694677875
OCT5k,5,0.1,0.07507574907417797
OCT5k,5,0.11,0.06825086198863108
OCT5k,5,0.12,0.06256289308176101
OCT5k,5,0.13,0.06930037871237789
OCT5k,5,0.14,0.06435052613420739
OCT5k,5,0.15,0.060060301507537744
OCT5k,5,0.16,0.06099863981396164
OCT5k,5,0.17,0.059348953257183035
OCT5k,5,0.18,0.06256276150627615
OCT5k,5,0.19,0.06322118826055831
OCT5k,5,0.2,0.06381402945566166
OCT5k,5,0.21,0.06435023041474656
OCT5k,5,0.22,0.06825009867428201
OCT5k,5,0.23,0.06854697579357476
OCT5k,5,0.24,0.06569083072100317
OCT5k,5,0.25,0.06606606606606602
OCT5k,5,0.26,0.06641268677849782
OCT5k,5,0.27,0.06673351903435468
OCT5k,5,0.28,0.06703133558188479
OCT5k,5,0.29,0.06544349386137546
OCT5k,5,0.3,0.07007017543859646
OCT5k,5,0.31,0.0726533298855168
OCT5k,5,0.32,0.07272905190707088
OCT5k,5,0.33,0.07280016566576933
OCT5k,5,0.34,0.07065893062962748
OCT5k,5,0.35000000000000003,0.07078512282765527
OCT5k,5,0.36,0.07090431454418926
OCT5k,5,0.37,0.07101700225927209
OCT5k,5,0.38,0.07309945350079132
OCT5k,5,0.39,0.07315014080331997
OCT5k,5,0.4,0.07695199537304795
OCT5k,5,0.41000000000000003,0.07690620165940087
OCT5k,5,0.42,0.07507513416815743
OCT5k,5,0.43,0.07332918390510011
OCT5k,5,0.44,0.07848759528114838
OCT5k,5,0.45,0.07674346132442962
OCT5k,5,0.46,0.07670718314514496
OCT5k,5,0.47000000000000003,0.07667242459911032
OCT5k,5,0.48,0.07820324726134587
OCT5k,5,0.49,0.07967154896231642
OCT5k,5,0.5,0.08408408408408408
OCT5k,5,0.51,0.08390747639261893
OCT5k,5,0.52,0.08610489702975256
OCT5k,5,0.53,0.0864071685451952
OCT5k,5,0.54,0.08897790140627412
OCT5k,5,0.55,0.09009013038713572
OCT5k,5,0.56,0.09250322975331517
OCT5k,5,0.5700000000000001,0.09351459676860137
OCT5k,5,0.58,0.09578548016274663
OCT5k,5,0.59,0.10037140402910814
OCT5k,5,0.6,0.10260262828535673
OCT5k,5,0.61,0.10402171607922973
OCT5k,5,0.62,0.10897996918335903
OCT5k,5,0.63,0.10963346387422672
OCT5k,5,0.64,0.10792045748504314
OCT5k,5,0.65,0.10972513316156932
OCT5k,5,0.66,0.10806262281518256
OCT5k,5,0.67,0.10918353511868602
OCT5k,5,0.68,0.11124339882672915
OCT5k,5,0.6900000000000001,0.11106751194587694
OCT5k,5,0.7000000000000001,0.11368514506253764
OCT5k,5,0.71,0.11495983086680754
OCT5k,5,0.72,0.11578241223496691
OCT5k,5,0.73,0.1196673983564471
OCT5k,5,0.74,0.12446210397339401
OCT5k,5,0.75,0.12612612612612617
OCT5k,5,0.76,0.12577032178517228
OCT5k,5,0.77,0.1283489373841107
OCT5k,5,0.78,0.12989909891866533
OCT5k,5,0.79,0.13304446105460047
OCT5k,5,0.8,0.13663645412185432
OCT5k,5,0.81,0.14358797828677353
OCT5k,5,0.8200000000000001,0.14670755289236545
OCT5k,5,0.8300000000000001,0.15156102869580168
OCT5k,5,0.84,0.15540533411348298
OCT5k,5,0.85,0.15721605918182133
OCT5k,5,0.86,0.1580068741092999
OCT5k,5,0.87,0.16309414494360422
OCT5k,5,0.88,0.16734908594688805
OCT5k,5,0.89,0.1720822251158025
OCT5k,5,0.9,0.1751751946878381
OCT5k,5,0.91,0.1806751936529185
OCT5k,5,0.92,0.18442358424609645
OCT5k,5,0.93,0.18809133949026063
OCT5k,5,0.9400000000000001,0.1908823806889025
OCT5k,5,0.9500000000000001,0.19472091614683834
OCT5k,5,0.96,0.1999811325602822
OCT5k,5,0.97,0.20432804407634347
OCT5k,5,0.98,0.20711517135765956
OCT5k,5,0.99,0.2128491143219043
OCT5k,5,1.0,0.21996996996996998
OCT5k,B2,0.0,0.0
OCT5k,B2,0.01,0.0
OCT5k,B2,0.02,0.1501994301994302
OCT5k,B2,0.03,0.12512820512820513
OCT5k,B2,0.04,0.1313906359189378
OCT5k,B2,0.05,0.1051108095884215
OCT5k,B2,0.06,0.08758860759493674
OCT5k,B2,0.07,0.08580187600091514
OCT5k,B2,0.08,0.07507670604831598
OCT5k,B2,0.09,0.07507563025210079
OCT5k,B2,0.1,0.06756817416676021
OCT5k,B2,0.11,0.06142577578976795
OCT5k,B2,0.12,0.06256289308176101
OCT5k,B2,0.13,0.06930037871237789
OCT5k,B2,0.14,0.06435052613420739
OCT5k,B2,0.15,0.06506532663316578
OCT5k,B2,0.16,0.06569084287657405
OCT5k,B2,0.17,0.06182682936337765
OCT5k,B2,0.18,0.07507531380753134
OCT5k,B2,0.19,0.07507516105941303
OCT5k,B2,0.2,0.07882909520993495
OCT5k,B2,0.21,0.07507526881720429
OCT5k,B2,0.22,0.0750751085417102
OCT5k,B2,0.23,0.0718111174980307
OCT5k,B2,0.24,0.07194710031347966
OCT5k,B2,0.25,0.07207207207207211
OCT5k,B2,0.26,0.06930019489930199
OCT5k,B2,0.27,0.06951408232745276
OCT5k,B2,0.28,0.06703133558188479
OCT5k,B2,0.29,0.0698975780214484
OCT5k,B2,0.3,0.07257268170426068
OCT5k,B2,0.31,0.07730271045393645
OCT5k,B2,0.32,0.07742124880430122
OCT5k,B2,0.33,0.08089790846966252
OCT5k,B2,0.34,0.08390748012268259
OCT5k,B2,0.35000000000000003,0.08365514515995626
OCT5k,B2,0.36,0.08133141962421715
OCT5k,B2,0.37,0.08286614225168613
OCT5k,B2,0.38,0.08100209712249844
OCT5k,B2,0.39,0.07892515191937162
OCT5k,B2,0.4,0.07695199537304795
OCT5k,B2,0.41000000000000003,0.07690620165940087
OCT5k,B2,0.42,0.08043764375159725
OCT5k,B2,0.43,0.08031291570558587
OCT5k,B2,0.44,0.0836063514951364
OCT5k,B2,0.45,0.08508514190317193
OCT5k,B2,0.46,0.08649958950409965
OCT5k,B2,0.47000000000000003,0.08625647767399912
OCT5k,B2,0.48,0.0875876369327074
OCT5k,B2,0.49,0.08733227482407765
OCT5k,B2,0.5,0.08858858858858853
OCT5k,B2,0.51,0.08979572034999568
OCT5k,B2,0.52,0.08806888038101908
OCT5k,B2,0.53,0.08782367950495247
OCT5k,B2,0.54,0.09036818111574715
OCT5k,B2,0.55,0.09500369020195475
OCT5k,B2,0.56,0.09384385627147915
OCT5k,B2,0.5700000000000001,0.0948317037653422
OCT5k,B2,0.58,0.09392113359564036
OCT5k,B2,0.59,0.09543443380172119
OCT5k,B2,0.6,0.09884887359198999
OCT5k,B2,0.61,0.09722841267821544
OCT5k,B2,0.62,0.09808197226502312
OCT5k,B2,0.63,0.10148226346557691
OCT5k,B2,0.64,0.10440131213226998
OCT5k,B2,0.65,0.10510512755476645
OCT5k,B2,0.66,0.1081989864515462
OCT5k,B2,0.67,0.11205238551966211
OCT5k,B2,0.68,0.11371668313148685
OCT5k,B2,0.6900000000000001,0.11642077872924253
OCT5k,B2,0.7000000000000001,0.11840387508107601
OCT5k,B2,0.71,0.12024680917704168
OCT5k,B2,0.72,0.1219970020855057
OCT5k,B2,0.73,0.1254679642529363
OCT5k,B2,0.74,0.12884509014528264
OCT5k,B2,0.75,0.13113113113113117
OCT5k,B2,0.76,0.1363205599928206
OCT5k,B2,0.77,0.13809894927019453
OCT5k,B2,0.78,0.1433741128734648
OCT5k,B2,0.79,0.14946576682951845
OCT5k,B2,0.8,0.15258991094786356
OCT5k,B2,0.81,0.1529307181630761
OCT5k,B2,0.8200000000000001,0.15564347211190757
OCT5k,B2,0.8300000000000001,0.1597017011283579
OCT5k,B2,0.84,0.16176892542376678
OCT5k,B2,0.85,0.1633987131945896
OCT5k,B2,0.86,0.16586356950699988
OCT5k,B2,0.87,0.17158529552455
OCT5k,B2,0.88,0.17673347124871613
OCT5k,B2,0.89,0.17883054766936338
OCT5k,B2,0.9,0.1826827030316026
OCT5k,B2,0.91,0.18654912811973692
OCT5k,B2,0.92,0.189678676299231
OCT5k,B2,0.93,0.19293489329687682
OCT5k,B2,0.9400000000000001,0.19733559584792032
OCT5k,B2,0.9500000000000001,0.20230760104652545
OCT5k,B2,0.96,0.204892417662958
OCT5k,B2,0.97,0.20900279906809463
OCT5k,B2,0.98,0.2124776774450957
OCT5k,B2,0.99,0.21588245106825532
OCT5k,B2,1.0,0.21996996996996998
